,id,image,title,price,bonuses,processor,camera,sim,matrix,resolution,acc,ram
539,87235,/upload/843031.svg,"5.8"" Google Pixel 256GB",269098,2690,2x4.8,,,AMOLED,,,2
1072,87261,/upload/482639.webp,"7.2"" LaCie 224GB",293862,2938,6x1.7,,,,1280x768,,5
1718,87265,/upload/578484.webp,"7.1"" Seagate 256GB",223168,2231,2x3.1,,,AMOLED,1600x1440,4395,
1697,87515,/upload/695675.webp,"6.9"" Xilinx 192GB",336488,3364,6x4.3,,2,,,,7
1408,87520,/upload/893055.png,"6.0"" Microsoft 16GB",264199,2641,8x3.9,82,,OLED,2560x768,,
2206,87585,/upload/818021.svg,"6.7"" Dell 128GB",418019,4180,,,4,,,4773,9
176,87603,/upload/927599.webp,"6.7"" Intel 192GB",231059,2310,4x2.8,,,AMOLED,,,
2218,87616,/upload/753190.jpeg,"5.1"" Silicon Power 112GB",111582,1115,,73,,IPS,,,14
75,87619,/upload/418599.jpeg,"6.9"" Marvell 128GB",17379,173,8x4.1,61,3,,1024x1366,3929,5
776,87665,/upload/695721.jpeg,"6.6"" Toshiba 224GB",410954,4109,6x1.4,,,IPS,,,16
1715,87682,/upload/315115.png,"5.5"" Gigabyte 192GB",399365,3993,,,2,OLED,,,5
406,87730,/upload/355737.jpeg,"6.7"" Huawei P 96GB",354755,3547,,113,1,,1024x1366,6715,7
954,87764,/upload/462288.svg,"6.2"" Xiaomi Mi 16GB",87878,878,,,1,OLED,1024x2160,5585,
1056,87776,/upload/869573.webp,"5.4"" Huawei P 128GB",72662,726,6x3.3,36,,AMOLED,1920x1200,,13
373,87908,/upload/85995.webp,"7.1"" VIVO 160GB",44951,449,,64,3,,,7689,
446,87911,/upload/895297.svg,"6.3"" MSI 144GB",443344,4433,6x1.3,90,,AMOLED,1024x1440,3461,7
700,87914,/upload/636564.svg,"5.1"" Western Digital 80GB",351454,3514,4x1.8,,1,AMOLED,1600x2160,,9
1829,87925,/upload/791456.png,"7.2"" IBM 256GB",279779,2797,6x4.5,28,,AMOLED,,,
576,88030,/upload/100023.jpeg,"6.1"" Transcend 144GB",387656,3876,2x2.5,91,4,OLED,,3234,
1588,88031,/upload/161797.png,"5.7"" Transcend 208GB",138818,1388,2x4.8,,3,,,2445,6
1917,88077,/upload/769947.png,"5.9"" Gigabyte 80GB",214132,2141,2x2.9,113,2,OLED,1600x1366,,7
2260,88083,/upload/409056.jpeg,"5.7"" LaCie 48GB",284653,2846,,96,,,2560x1200,7892,11
1433,88092,/upload/203681.svg,"7.1"" Seagate 32GB",222685,2226,6x4.3,,,AMOLED,,,2
1411,88236,/upload/200000.jpg,"6.6"" Samsung S21 128GB",475267,4752,2x5.0,76,3,,,,
1363,88274,/upload/476285.png,"7.3"" Kingston 176GB",378229,3782,4x1.5,,4,IPS,,,12
1235,88307,/upload/979165.jpeg,"6.0"" LG 128GB",273659,2736,,61,2,IPS,1024x1080,,15
593,88331,/upload/174627.png,"7.3"" Samsung 16GB",356082,3560,2x3.5,33,,,,,11
1776,88343,/upload/83059.svg,"5.0"" Toshiba 160GB",466184,4661,,64,1,IPS,,,
1204,88395,/upload/596248.jpg,"5.0"" Google Pixel 192GB",50975,509,4x3.4,63,3,IPS,,6702,9
2086,88440,/upload/622639.jpeg,"6.5"" Plextor 144GB",376229,3762,4x4.5,,,IPS,2560x1080,4858,9
1326,88459,/upload/848103.webp,"7.1"" SanDisk 240GB",175125,1751,4x1.0,58,,OLED,1024x1440,,3
682,88471,/upload/69823.webp,"5.2"" Acer 64GB",360880,3608,2x1.5,62,,AMOLED,,7582,14
677,88482,/upload/97137.jpg,"7.4"" Qualcomm 192GB",464813,4648,2x3.6,48,1,IPS,,2307,12
76,88553,/upload/708935.jpg,"5.1"" AMD 16GB",210191,2101,4x3.8,111,,,,6448,
2109,88563,/upload/466798.webp,"5.1"" Asus 32GB",205423,2054,,79,4,,,2933,
1184,88647,/upload/769253.png,"6.5"" Seagate 208GB",297756,2977,2x5.0,,,,1600x2160,,13
1074,88716,/upload/875731.svg,"7.2"" Samsung S21 176GB",400388,4003,,106,,OLED,1366x1200,2977,
1595,88763,/upload/757750.webp,"7.5"" iPhone X 80GB",430659,4306,2x2.7,118,,IPS,1280x1366,,2
1294,88782,/upload/361008.webp,"6.7"" PNY 240GB",111397,1113,6x2.1,95,,IPS,,4860,
1754,88785,/upload/331137.png,"5.5"" OCZ 192GB",74559,745,,46,2,OLED,1366x1440,,
566,88957,/upload/28868.jpeg,"5.6"" ZTE 208GB",76634,766,2x2.4,,4,OLED,1366x1200,2275,7
1048,88978,/upload/531900.svg,"5.4"" Plextor 144GB",319421,3194,,30,1,OLED,1600x768,,15
1083,88998,/upload/786376.jpeg,"6.1"" OPPO 112GB",492678,4926,6x2.5,43,2,AMOLED,,,3
2264,89003,/upload/105351.svg,"6.1"" Kingston 64GB",262120,2621,8x3.9,,,AMOLED,1920x1366,7634,10
1199,89013,/upload/638640.png,"6.3"" Motorola 208GB",106941,1069,2x2.3,83,,OLED,1920x1366,7860,8
1544,89022,/upload/338450.jpeg,"6.9"" Broadcom 240GB",146751,1467,6x2.3,101,,,,,
1292,89036,/upload/362547.jpeg,"6.4"" Fujitsu 32GB",167603,1676,4x4.7,35,4,,1280x2160,5855,4
278,89067,/upload/362530.svg,"6.8"" Transcend 256GB",90188,901,6x2.4,82,,AMOLED,2560x1080,6050,8
823,89097,/upload/509772.webp,"6.5"" Samsung Note 80GB",79954,799,2x3.6,74,,,1920x2160,3805,
1604,89116,/upload/916854.webp,"6.0"" Toshiba 96GB",72880,728,,74,4,IPS,1600x1200,2193,6
1170,89138,/upload/100444.svg,"6.6"" Seagate 160GB",319529,3195,,77,,,,,10
487,89185,/upload/187958.png,"7.5"" Huawei P 16GB",141548,1415,8x4.4,44,3,,1600x1200,6984,
1993,89247,/upload/718592.png,"7.2"" Texas Instruments 128GB",102143,1021,,,,AMOLED,1024x1440,3810,
761,89295,/upload/917325.jpg,"7.0"" MSI 144GB",13683,136,,,1,IPS,,,3
1172,89311,/upload/468219.jpeg,"5.6"" ZTE 144GB",190123,1901,6x1.4,112,1,,1024x1366,,14
273,89477,/upload/580489.png,"6.6"" Micron 128GB",71451,714,,,,,,5944,
1458,89519,/upload/691497.jpeg,"7.5"" iPhone X 208GB",408269,4082,4x1.7,,3,AMOLED,1920x1440,4601,14
330,89535,/upload/671344.jpeg,"6.6"" VIVO 208GB",433955,4339,6x3.0,,,AMOLED,,4793,
488,89551,/upload/925340.webp,"6.0"" OPPO 240GB",264448,2644,,,,IPS,,,
1227,89634,/upload/550664.jpg,"6.6"" HTC 224GB",453244,4532,8x1.7,77,2,,1600x2160,2202,15
201,89655,/upload/179325.jpeg,"7.2"" Lenovo 160GB",154660,1546,6x3.1,32,,,,7683,8
1998,89724,/upload/485173.webp,"5.2"" Seagate 176GB",465043,4650,,64,3,AMOLED,,4559,
2097,89742,/upload/918108.jpeg,"7.4"" Xiaomi Mi 80GB",341992,3419,8x1.8,23,,,2560x1440,4802,15
1660,89781,/upload/552559.jpg,"5.0"" NVIDIA 80GB",52883,528,,22,2,AMOLED,1920x1200,4896,7
875,89785,/upload/805017.jpeg,"7.2"" Sony 48GB",115029,1150,,,1,OLED,1366x1080,6160,
1986,89823,/upload/237252.png,"5.3"" Samsung 32GB",128854,1288,6x1.9,74,4,,1920x1366,,
1887,89832,/upload/294731.jpg,"6.6"" Lenovo 64GB",423562,4235,,,,IPS,,,9
1889,89947,/upload/173658.svg,"6.0"" Apple 240GB",194491,1944,4x2.4,58,3,AMOLED,1280x1366,,13
1684,89966,/upload/191597.svg,"7.0"" IBM 48GB",117638,1176,2x4.9,73,,AMOLED,,5596,9
787,89983,/upload/882811.svg,"5.1"" Alcatel 176GB",125487,1254,8x4.7,25,3,IPS,1366x1200,6107,
2155,89983,/upload/231010.jpg,"5.4"" Western Digital 208GB",17124,171,8x2.8,,,,1366x2160,3046,
1729,89991,/upload/52495.jpg,"6.4"" IBM 176GB",384479,3844,,54,4,OLED,1920x1366,6051,
177,89995,/upload/508593.jpg,"5.2"" Fujitsu 96GB",490785,4907,,,1,OLED,1024x1366,,4
432,90016,/upload/370340.svg,"5.1"" Seagate 64GB",244323,2443,,,,OLED,,4318,7
649,90040,/upload/768072.webp,"5.9"" Microsoft 128GB",23036,230,2x2.4,110,,OLED,2560x1200,,
1007,90040,/upload/192950.jpeg,"6.9"" Seagate 48GB",167800,1678,,50,,OLED,1600x1366,4047,4
335,90055,/upload/633640.jpeg,"7.4"" NVIDIA 224GB",458117,4581,2x2.3,,,IPS,,,10
362,90057,/upload/689367.png,"6.9"" Dell 128GB",219682,2196,,65,1,OLED,,,14
1491,90067,/upload/379051.svg,"5.8"" Huawei P 112GB",431097,4310,,,2,,2560x1080,,2
159,90113,/upload/336315.svg,"5.6"" IBM 256GB",377141,3771,,80,,IPS,1280x1366,6792,
2032,90124,/upload/57965.svg,"6.5"" AMD 32GB",406897,4068,2x3.5,,4,OLED,,,
507,90126,/upload/504213.jpg,"7.4"" ASUS 16GB",118073,1180,,,1,,1920x1080,7089,
812,90147,/upload/321246.jpg,"6.7"" HTC 256GB",312485,3124,6x3.4,,2,,1366x1200,6230,11
1534,90209,/upload/593290.jpg,"7.1"" Qualcomm 208GB",345351,3453,4x1.6,42,1,,2560x1080,2017,4
1033,90212,/upload/85814.png,"5.5"" iPhone 12 96GB",432761,4327,,72,,OLED,2560x1366,5403,5
1387,90299,/upload/737116.png,"6.8"" Dell 16GB",270565,2705,2x3.5,,4,IPS,,7707,3
315,90313,/upload/872185.svg,"6.5"" SanDisk 176GB",376123,3761,2x4.9,20,,IPS,,3567,
1014,90331,/upload/412056.webp,"5.8"" MSI 144GB",329000,3290,6x3.8,,,,1366x1366,,10
205,90332,/upload/491756.jpeg,"6.6"" Lenovo 16GB",430338,4303,8x3.8,55,3,,1366x1200,,6
1846,90361,/upload/91907.png,"7.4"" Asus 224GB",39022,390,2x1.5,,,,,,11
673,90365,/upload/852952.webp,"7.4"" PNY 64GB",151048,1510,8x4.4,75,3,IPS,,,4
2094,90401,/upload/215546.svg,"7.1"" Xiaomi Mi 256GB",43154,431,,,2,,,3376,8
1530,90430,/upload/269862.svg,"5.4"" Samsung 160GB",10233,102,4x1.1,,4,AMOLED,,7268,13
702,90433,/upload/512226.png,"5.6"" LG 112GB",492921,4929,,19,2,AMOLED,1024x1440,,4
147,90448,/upload/86859.jpeg,"7.1"" iPhone 12 240GB",231151,2311,2x1.5,,,OLED,1920x1366,2941,
374,90540,/upload/950335.webp,"6.7"" Intel 48GB",214889,2148,4x1.5,,2,,,4955,
2177,90583,/upload/772630.png,"5.8"" Google Pixel 32GB",87185,871,6x2.7,,2,OLED,,5935,
422,90681,/upload/74661.jpg,"6.1"" Samsung S21 32GB",165325,1653,2x4.4,42,,IPS,,4036,
2330,90701,/upload/438241.jpeg,"7.0"" Asus 208GB",341390,3413,,,2,,1024x1366,,
945,90720,/upload/623951.svg,"6.7"" Gigabyte 256GB",152075,1520,8x3.3,90,1,OLED,2560x1366,7574,2
44,90757,/upload/620459.svg,"6.8"" Qualcomm 176GB",334298,3342,6x4.1,68,3,,1600x1200,4699,10
1524,90762,/upload/439198.webp,"7.3"" Sony 176GB",128108,1281,6x2.7,110,1,OLED,1366x2160,,
1650,90786,/upload/882497.png,"5.1"" IBM 128GB",490612,4906,,93,,OLED,1024x1080,3649,5
1688,90788,/upload/820390.png,"5.8"" NVIDIA 32GB",92895,928,8x4.7,70,1,,,,14
613,90797,/upload/427793.png,"5.4"" Gigabyte 96GB",247766,2477,8x2.2,27,2,IPS,1024x1366,,
638,90829,/upload/754539.svg,"7.5"" Silicon Power 160GB",369160,3691,4x4.8,,3,OLED,,2749,
805,90860,/upload/622026.jpg,"6.0"" Samsung S21 160GB",198208,1982,6x4.2,46,3,OLED,1366x1080,2160,3
1164,90867,/upload/986329.svg,"6.7"" ZTE 176GB",386649,3866,6x1.8,,1,OLED,1024x768,,3
1148,90879,/upload/529827.jpg,"6.1"" Samsung S21 64GB",18922,189,,43,,,1366x2160,,12
2145,90891,/upload/589051.png,"5.7"" PNY 32GB",153242,1532,4x3.8,45,,OLED,1920x1440,7145,13
1778,90909,/upload/239233.jpeg,"5.2"" Microsoft 128GB",24950,249,8x3.1,,1,,2560x1080,6631,14
524,90923,/upload/63098.jpg,"7.3"" Western Digital 96GB",292681,2926,8x3.6,,,IPS,,2475,8
568,91028,/upload/631341.png,"7.0"" IBM 16GB",483344,4833,4x1.9,,4,,1280x1080,6254,
1139,91050,/upload/870222.png,"7.3"" ARM 176GB",476741,4767,4x4.8,,,IPS,1280x1366,2818,12
1799,91115,/upload/729178.webp,"7.4"" Intel 64GB",471496,4714,4x1.3,,4,,1920x768,,16
1494,91118,/upload/462487.jpeg,"5.5"" AMD 176GB",268769,2687,,26,,OLED,,7730,3
1424,91206,/upload/735870.webp,"6.2"" Microsoft 176GB",164427,1644,,32,2,IPS,1366x1200,3949,4
1708,91304,/upload/446206.webp,"6.5"" Intel 192GB",231812,2318,8x4.4,125,1,,,4025,16
534,91353,/upload/177015.jpeg,"6.9"" Broadcom 176GB",182466,1824,6x4.1,,,OLED,1600x1080,3918,11
474,91376,/upload/413656.svg,"7.2"" MSI 48GB",495316,4953,4x5.0,59,4,OLED,1280x2160,4664,9
2259,91392,/upload/662118.svg,"6.6"" Kingston 224GB",119459,1194,,77,4,OLED,1280x1200,3098,8
1518,91503,/upload/649662.svg,"5.9"" Intel 64GB",197770,1977,6x3.1,62,,AMOLED,,3800,9
266,91547,/upload/410062.jpg,"5.2"" Toshiba 48GB",398492,3984,8x3.0,109,3,,,,
519,91567,/upload/519616.jpeg,"5.2"" AMD 48GB",12622,126,2x4.2,40,2,,,,
2148,91587,/upload/415434.jpg,"6.5"" Samsung 64GB",234711,2347,8x3.7,,,,1600x768,,11
1252,91698,/upload/683072.svg,"7.5"" PNY 80GB",108241,1082,,128,3,,,,7
1218,91771,/upload/940301.jpg,"6.6"" Corsair 240GB",138766,1387,2x4.2,36,1,,,,8
1557,91808,/upload/713303.jpg,"7.5"" Xilinx 112GB",320919,3209,,125,4,IPS,1600x2160,,5
1136,91908,/upload/507238.svg,"5.9"" Western Digital 144GB",357931,3579,,,4,AMOLED,,3181,15
2194,91940,/upload/78944.webp,"7.4"" Fujitsu 176GB",433452,4334,,63,3,OLED,1920x1440,5681,11
1556,91981,/upload/799912.jpeg,"5.1"" Samsung S21 144GB",426187,4261,8x3.1,87,,,,,16
28,91989,/upload/720860.webp,"7.3"" Transcend 240GB",11961,119,8x2.5,,2,,1920x1200,7493,
1577,92013,/upload/98597.png,"6.4"" Micron 240GB",87313,873,,,,,1024x1200,,10
720,92071,/upload/722398.jpeg,"7.3"" Texas Instruments 80GB",46876,468,,82,1,AMOLED,1600x2160,,5
1677,92087,/upload/702554.jpg,"5.9"" Silicon Power 192GB",282009,2820,2x5.0,64,1,,,,
975,92185,/upload/561066.jpeg,"7.4"" PNY 256GB",84945,849,4x4.4,,3,,1366x768,4137,
722,92210,/upload/488842.webp,"7.2"" Xilinx 64GB",258264,2582,,17,3,,1920x1440,7968,16
1990,92257,/upload/717660.svg,"6.4"" Hewlett-Packard 32GB",121685,1216,2x2.6,103,,IPS,1280x1366,,
611,92278,/upload/577492.jpeg,"6.6"" Samsung Note 144GB",458118,4581,8x1.6,48,,AMOLED,,2280,3
314,92295,/upload/407301.svg,"7.0"" Google Pixel 160GB",278904,2789,6x4.4,,,,2560x1200,2929,
2221,92298,/upload/803145.svg,"5.8"" SanDisk 32GB",137261,1372,8x4.8,,4,,2560x1200,2316,
592,92307,/upload/345187.png,"5.8"" Nokia 144GB",18633,186,4x1.7,52,4,OLED,2560x1440,2464,12
448,92313,/upload/841632.svg,"7.0"" Microsoft 144GB",395253,3952,4x3.8,88,,OLED,,3252,
1301,92315,/upload/206129.svg,"7.0"" iPhone 12 256GB",150492,1504,4x4.3,38,4,AMOLED,1600x1080,,12
326,92363,/upload/936927.png,"7.0"" Micron 192GB",77705,777,4x3.9,109,3,,,,5
1440,92413,/upload/365026.svg,"7.2"" Transcend 144GB",434742,4347,2x1.7,,,IPS,1920x2160,5749,
1404,92490,/upload/1230.svg,"7.1"" AMD 48GB",305507,3055,8x4.3,99,4,IPS,2560x1200,,13
2066,92638,/upload/459341.svg,"5.2"" Lenovo 80GB",429504,4295,8x1.9,52,4,,,8000,
1786,92729,/upload/321160.jpeg,"5.2"" Seagate 176GB",461825,4618,2x4.4,39,1,IPS,,,
2020,92729,/upload/325457.webp,"5.2"" ARM 96GB",353640,3536,8x4.0,18,,OLED,,5544,4
2223,92750,/upload/942762.jpg,"5.2"" HTC 96GB",98423,984,4x1.9,,,,2560x1200,,10
684,92769,/upload/450414.jpg,"7.4"" Broadcom 192GB",445906,4459,8x2.6,39,,,,,2
1451,92773,/upload/522431.webp,"5.3"" PNY 176GB",357071,3570,2x2.3,61,1,,,7237,9
2098,92824,/upload/798281.png,"6.3"" LaCie 32GB",198201,1982,,,2,OLED,,,6
1836,92833,/upload/541186.svg,"6.0"" Alcatel 208GB",381644,3816,,31,2,IPS,1280x1080,2688,
130,92840,/upload/777152.webp,"6.8"" Western Digital 208GB",353233,3532,,39,3,IPS,,4115,
107,92843,/upload/914614.svg,"5.0"" Samsung S21 64GB",16539,165,6x1.6,49,,OLED,1600x2160,,
1043,92900,/upload/504749.webp,"7.1"" Google Pixel 16GB",85666,856,,,3,OLED,1024x1080,4482,
1230,92920,/upload/940361.jpg,"7.3"" Samsung S21 208GB",450871,4508,6x1.5,57,1,OLED,,5893,9
1737,92931,/upload/155747.svg,"6.7"" Gigabyte 240GB",54411,544,,,,AMOLED,1280x2160,4434,5
1535,92973,/upload/596201.png,"6.9"" Intel 96GB",443208,4432,6x1.1,,3,OLED,1024x1080,4747,14
1651,93122,/upload/334409.webp,"7.2"" PNY 128GB",256791,2567,2x1.7,,3,OLED,1366x1080,3507,5
966,93158,/upload/748599.jpg,"7.0"" Silicon Power 80GB",301613,3016,4x2.2,98,4,,1600x1440,3405,15
2153,93303,/upload/880916.svg,"6.4"" Texas Instruments 144GB",349813,3498,,,,AMOLED,2560x1440,,8
536,93381,/upload/355921.svg,"6.3"" Microsoft 176GB",406930,4069,,23,2,AMOLED,,,
2141,93455,/upload/793461.svg,"5.0"" OPPO 192GB",320334,3203,4x1.7,,,OLED,1366x1366,,14
1923,93472,/upload/253177.jpeg,"6.7"" HTC 80GB",356225,3562,,,2,AMOLED,1600x1440,7527,
1934,93472,/upload/92330.webp,"5.3"" VIVO 48GB",65740,657,,,,IPS,1920x1440,,
132,93474,/upload/753661.jpg,"7.1"" Blackberry 144GB",337756,3377,2x1.0,,2,,,4742,10
828,93512,/upload/368957.jpg,"5.3"" AMD 208GB",103840,1038,2x4.8,,4,AMOLED,,6193,
548,93596,/upload/148973.webp,"5.2"" Xiaomi Mi 32GB",18138,181,2x2.0,,,,1366x1440,6317,12
547,93598,/upload/243600.webp,"5.8"" Lenovo 192GB",483664,4836,,,,IPS,2560x1366,4017,13
1947,93604,/upload/876710.jpg,"7.4"" ASUS 112GB",441392,4413,6x2.5,73,3,,,2399,14
752,93675,/upload/70398.svg,"7.3"" Qualcomm 208GB",103550,1035,,23,,,2560x1440,,13
1453,93695,/upload/497844.jpg,"6.1"" Xilinx 224GB",149081,1490,,,,,1280x1080,5258,8
1798,93719,/upload/846.jpeg,"5.0"" PNY 112GB",379237,3792,2x4.7,,,OLED,2560x1366,5426,6
786,93723,/upload/523702.svg,"5.6"" HGST 48GB",343390,3433,2x1.0,,3,,,,7
1389,93755,/upload/582239.webp,"5.9"" VIVO 128GB",296223,2962,,,2,IPS,,,10
2281,93827,/upload/99809.jpeg,"5.6"" MSI 32GB",240575,2405,,20,4,AMOLED,,,
1505,93955,/upload/389600.jpg,"5.7"" NVIDIA 48GB",37050,370,,,,OLED,1920x1080,,
411,93964,/upload/433648.jpg,"6.0"" Silicon Power 256GB",469786,4697,,,3,,1366x1200,5607,12
2076,93970,/upload/138135.jpg,"6.7"" LG 192GB",417949,4179,6x4.0,,4,OLED,,,6
1290,93994,/upload/872276.jpeg,"5.6"" Motorola 240GB",38337,383,,118,,IPS,,4087,5
551,94037,/upload/984827.jpeg,"6.2"" Motorola 208GB",423222,4232,2x2.3,,2,OLED,,,
1808,94131,/upload/820703.webp,"7.2"" Xilinx 32GB",140648,1406,,,,,,5993,16
1406,94168,/upload/348056.svg,"7.3"" Gigabyte 240GB",272986,2729,,39,1,IPS,1280x1080,6702,
946,94214,/upload/788565.jpg,"6.6"" SanDisk 224GB",79324,793,8x2.1,27,2,OLED,1600x1440,2839,
39,94258,/upload/48764.jpeg,"6.7"" AMD 80GB",191558,1915,8x1.9,107,,IPS,1920x1200,3533,
1090,94259,/upload/506509.jpg,"7.1"" Motorola 176GB",328367,3283,4x3.0,,,AMOLED,,7322,
1264,94275,/upload/713885.svg,"6.1"" Transcend 64GB",123079,1230,4x2.9,99,4,,2560x2160,2376,5
128,94296,/upload/417082.jpg,"6.8"" Acer 144GB",81801,818,2x3.4,16,2,,1600x1440,,
1830,94322,/upload/556362.jpg,"7.0"" HGST 80GB",268223,2682,6x3.3,,1,IPS,1600x1366,,
1885,94344,/upload/507648.jpeg,"5.2"" Transcend 128GB",361433,3614,,117,3,IPS,1600x1080,2839,
2282,94361,/upload/311244.jpeg,"6.6"" HGST 112GB",348569,3485,6x4.7,116,4,,,,
1646,94364,/upload/474862.jpeg,"6.3"" Dell 32GB",294149,2941,,72,3,,1024x768,3325,
793,94368,/upload/23507.svg,"5.1"" Xiaomi Mi 32GB",270206,2702,6x3.7,123,,IPS,1920x1200,6629,
643,94398,/upload/555672.jpg,"6.9"" Blackberry 256GB",369734,3697,2x2.8,21,,OLED,1366x1440,7191,4
707,94438,/upload/379691.jpg,"5.9"" Xilinx 96GB",391270,3912,,,,,,,4
1329,94438,/upload/202977.svg,"5.5"" Seagate 32GB",359269,3592,,101,,OLED,,4423,
1931,94491,/upload/598995.jpeg,"5.8"" Seagate 240GB",32077,320,,44,,OLED,,,5
852,94519,/upload/725360.png,"6.1"" Toshiba 48GB",249631,2496,6x4.1,,3,OLED,,2834,2
1066,94556,/upload/130618.jpeg,"5.8"" Plextor 48GB",189374,1893,,,1,IPS,1920x1200,,4
1616,94587,/upload/903156.svg,"6.9"" Intel 160GB",93666,936,4x2.9,,2,OLED,,,
750,94604,/upload/299625.jpg,"6.5"" Kingston 160GB",142901,1429,,105,1,AMOLED,2560x1200,,
149,94617,/upload/859964.webp,"5.9"" AMD 224GB",140153,1401,6x4.1,,,OLED,,,11
1941,94670,/upload/102584.png,"5.4"" Toshiba 256GB",273069,2730,8x3.4,35,3,IPS,1920x1440,,3
991,94738,/upload/224701.png,"6.9"" PNY 48GB",389091,3890,2x5.0,45,,OLED,1920x1200,,
1960,94785,/upload/597572.jpeg,"5.5"" HGST 64GB",12126,121,8x2.3,,,,,6924,8
222,94810,/upload/365022.png,"7.3"" Texas Instruments 64GB",66550,665,2x1.6,,,OLED,1024x1200,,
915,94832,/upload/844568.jpeg,"5.7"" Toshiba 32GB",261448,2614,2x3.0,,2,,1600x1366,7832,
2321,95001,/upload/722524.svg,"6.4"" Toshiba 64GB",91878,918,,63,,OLED,,5468,
74,95043,/upload/330067.webp,"5.0"" Blackberry 32GB",170922,1709,6x4.3,120,,OLED,1024x1200,5521,
1585,95060,/upload/614791.webp,"7.5"" Gigabyte 240GB",82254,822,6x3.7,78,3,AMOLED,,2680,
1671,95069,/upload/263053.svg,"5.2"" Blackberry 208GB",414240,4142,,,1,,,2577,2
1071,95087,/upload/230419.webp,"7.0"" Motorola 160GB",358561,3585,4x1.5,,2,,,7560,4
847,95088,/upload/794047.jpg,"5.8"" Broadcom 112GB",367551,3675,4x1.3,128,3,OLED,1280x2160,,
1276,95126,/upload/28509.jpg,"7.0"" iPhone 12 80GB",45312,453,8x4.8,,,,2560x1200,,2
1002,95136,/upload/670107.png,"5.9"" Intel 96GB",315661,3156,8x2.0,,4,,,6831,10
900,95151,/upload/293206.webp,"5.0"" MSI 208GB",27137,271,,58,,IPS,,,6
1395,95275,/upload/246687.webp,"7.2"" iPhone 13 224GB",69019,690,,,4,AMOLED,,3208,4
1472,95423,/upload/202309.jpeg,"5.0"" Corsair 176GB",53516,535,,,3,,,6877,7
1827,95501,/upload/535889.jpg,"6.6"" ARM 224GB",67351,673,,37,,IPS,,,10
1538,95524,/upload/296823.webp,"7.4"" AMD 256GB",365997,3659,8x3.7,,2,,2560x2160,,6
832,95534,/upload/931422.jpeg,"5.7"" Samsung 208GB",202178,2021,2x4.5,85,,AMOLED,,5427,7
294,95534,/upload/591140.jpeg,"6.7"" Transcend 32GB",263539,2635,2x1.5,25,1,IPS,1920x768,3110,5
1479,95549,/upload/251132.svg,"5.2"" Intel 256GB",313915,3139,,20,,OLED,,7855,16
1098,95598,/upload/460196.png,"5.4"" Corsair 160GB",455113,4551,2x1.9,,2,OLED,,4723,14
2108,95604,/upload/862751.jpeg,"5.7"" Seagate 32GB",193825,1938,2x2.9,,2,IPS,2560x1366,,
779,95619,/upload/936529.png,"6.7"" iPhone 13 256GB",168157,1681,4x2.1,77,1,OLED,1024x768,,3
1635,95621,/upload/145443.webp,"5.8"" Western Digital 208GB",411632,4116,4x3.5,126,2,AMOLED,,,12
1150,95623,/upload/507737.png,"6.0"" NVIDIA 144GB",373670,3736,,,,IPS,1366x1440,3676,15
907,95639,/upload/147680.jpg,"6.8"" iPhone 13 208GB",376562,3765,,,,,1366x1200,,
1783,95765,/upload/456902.jpeg,"6.4"" Fujitsu 16GB",295275,2952,8x4.0,128,3,,,2274,2
505,95768,/upload/72028.jpg,"5.2"" Texas Instruments 32GB",384141,3841,,16,2,OLED,1366x2160,4517,
1371,95784,/upload/478012.png,"7.3"" Nokia 64GB",385574,3855,2x2.6,,2,OLED,,7387,10
916,95786,/upload/608120.webp,"7.5"" LaCie 160GB",429990,4299,4x2.3,,1,,1920x1080,,14
2084,95798,/upload/547563.webp,"7.1"" Alcatel 144GB",386554,3865,,100,3,,1280x1080,2584,9
2113,95806,/upload/276405.png,"5.8"" Seagate 208GB",237956,2379,4x4.3,74,1,AMOLED,1600x1440,,2
803,95822,/upload/438391.jpg,"5.2"" Samsung 176GB",313386,3133,4x2.4,104,,,,6328,7
1828,95829,/upload/517117.jpeg,"5.2"" Nokia 192GB",224644,2246,,78,,,,,9
68,95908,/upload/726167.jpg,"7.0"" LG 64GB",38124,381,8x4.8,79,3,,2560x1200,,
1971,95908,/upload/152847.jpeg,"6.2"" IBM 64GB",403067,4030,6x4.8,25,4,,1366x1080,,
179,95913,/upload/227720.webp,"6.6"" LaCie 128GB",362526,3625,6x1.0,,,AMOLED,,7517,4
1118,95919,/upload/696696.jpeg,"6.2"" ARM 176GB",267884,2678,,33,,,,,
501,95937,/upload/666967.png,"5.1"" Dell 80GB",416639,4166,4x4.5,116,4,,1280x1080,6102,2
2329,96020,/upload/967418.jpg,"6.0"" Nokia 96GB",36036,360,6x3.5,61,4,,1920x1200,5559,
1129,96099,/upload/179422.jpg,"6.4"" Intel 64GB",110974,1109,4x3.8,37,,,1920x1440,,15
379,96136,/upload/398422.jpg,"6.5"" Texas Instruments 64GB",468903,4689,,,4,AMOLED,,,10
468,96146,/upload/278867.jpeg,"6.4"" Lenovo 240GB",471485,4714,4x2.7,,,AMOLED,,,
1852,96202,/upload/634102.svg,"6.5"" Silicon Power 96GB",141540,1415,8x1.8,91,3,OLED,1024x768,2158,5
2179,96239,/upload/133822.jpeg,"7.5"" LaCie 128GB",473197,4731,6x1.2,52,,AMOLED,,,12
